Date,Open,High,Low,Close,UD,change(att1)-1,change(att1)-2,change(att1)-3,moving_average(att1)-1,moving_average(att1)-2,moving_average(att1)-3,moving_average(att1)-4,att1-1,att1-2,att1-3,confidence(D),id,pred,confidence(U)
01/02/2000,10937.74,11187.18,10798.44,11041.05,U,201.65999999999985,-289.14999999999964,-4.969999999999345,10902.473333333333,10933.293333333335,11030.299999999997,11023.683333333332,10940.53,10738.87,11028.02,0.5054921182952719,21.0,D,0.49450788170472815
02/02/2000,11037.64,11228.44,10876.0,11003.2,D,100.51999999999862,201.65999999999985,-289.14999999999964,10906.816666666668,10902.473333333333,10933.293333333335,11030.299999999997,11041.05,10940.53,10738.87,0.5757576511919866,22.0,D,0.42424234880801337
03/02/2000,11010.48,11207.97,10799.68,11013.44,U,-37.849999999998545,100.51999999999862,201.65999999999985,10994.926666666666,10906.816666666668,10902.473333333333,10933.293333333335,11003.2,11041.05,10940.53,0.4782702374515944,23.0,U,0.5217297625484055
04/02/2000,11014.37,11200.83,10847.54,10963.8,D,10.239999999999782,-37.849999999998545,100.51999999999862,11019.230000000001,10994.926666666666,10906.816666666668,10902.473333333333,11013.44,11003.2,11041.05,0.4829421386139871,24.0,U,0.517057861386013
07/02/2000,10965.97,11097.52,10732.67,10905.79,D,-49.64000000000124,10.239999999999782,-37.849999999998545,10993.480000000001,11019.230000000001,10994.926666666666,10906.816666666668,10963.8,11013.44,11003.2,0.4938916573400608,25.0,U,0.5061083426599392
08/02/2000,10904.26,11139.4,10826.67,10957.6,U,-58.0099999999984,-49.64000000000124,10.239999999999782,10961.01,10993.480000000001,11019.230000000001,10994.926666666666,10905.79,10963.8,11013.44,0.47660234178927485,26.0,U,0.5233976582107253
09/02/2000,10948.82,11016.54,10647.97,10699.16,D,51.80999999999949,-58.0099999999984,-49.64000000000124,10942.396666666667,10961.01,10993.480000000001,11019.230000000001,10957.6,10905.79,10963.8,0.5053386424161875,27.0,D,0.49466135758381247
10/02/2000,10697.92,10853.67,10491.3,10643.63,D,-258.4400000000005,51.80999999999949,-58.0099999999984,10854.183333333332,10942.396666666667,10961.01,10993.480000000001,10699.16,10957.6,10905.79,0.45924288976306815,28.0,U,0.5407571102369318
11/02/2000,10638.64,10763.38,10301.12,10425.21,D,-55.530000000000655,-258.4400000000005,51.80999999999949,10766.796666666667,10854.183333333332,10942.396666666667,10961.01,10643.63,10699.16,10957.6,0.4571717490124481,29.0,U,0.5428282509875518
14/02/2000,10431.65,10674.96,10327.56,10519.84,U,-218.42000000000007,-55.530000000000655,-258.4400000000005,10589.333333333334,10766.796666666667,10854.183333333332,10942.396666666667,10425.21,10643.63,10699.16,0.49214257078610324,30.0,U,0.5078574292138968
15/02/2000,10520.15,10821.09,10377.44,10718.09,U,94.63000000000102,-218.42000000000007,-55.530000000000655,10529.56,10589.333333333334,10766.796666666667,10854.183333333332,10519.84,10425.21,10643.63,0.5223358187525889,31.0,D,0.47766418124741106
16/02/2000,10711.82,10831.64,10468.65,10561.41,D,198.25,94.63000000000102,-218.42000000000007,10554.38,10529.56,10589.333333333334,10766.796666666667,10718.09,10519.84,10425.21,0.6023140592102152,32.0,D,0.3976859407897848
17/02/2000,10565.76,10768.66,10348.66,10514.57,D,-156.6800000000003,198.25,94.63000000000102,10599.78,10554.38,10529.56,10589.333333333334,10561.41,10718.09,10519.84,0.5112081316958963,33.0,D,0.48879186830410376
18/02/2000,10514.57,10562.34,10129.24,10219.52,D,-46.840000000000146,-156.6800000000003,198.25,10598.023333333333,10599.78,10554.38,10529.56,10514.57,10561.41,10718.09,0.48163649479563914,34.0,U,0.5183635052043608
22/02/2000,10219.83,10446.62,10011.66,10304.84,U,-295.0499999999993,-46.840000000000146,-156.6800000000003,10431.833333333334,10598.023333333333,10599.78,10554.38,10219.52,10514.57,10561.41,0.49036452106756084,35.0,U,0.5096354789324392
23/02/2000,10294.82,10443.21,10077.74,10225.73,D,85.31999999999971,-295.0499999999993,-46.840000000000146,10346.31,10431.833333333334,10598.023333333333,10599.78,10304.84,10219.52,10514.57,0.5302569935408691,36.0,D,0.4697430064591309
24/02/2000,10242.48,10321.9,9877.94,10092.63,D,-79.11000000000058,85.31999999999971,-295.0499999999993,10250.03,10346.31,10431.833333333334,10598.023333333333,10225.73,10304.84,10219.52,0.5739503794326093,37.0,D,0.4260496205673907
25/02/2000,10090.77,10196.02,9767.8,9862.12,D,-133.10000000000036,-79.11000000000058,85.31999999999971,10207.733333333332,10250.03,10346.31,10431.833333333334,10092.63,10225.73,10304.84,0.5087340299151042,38.0,D,0.4912659700848958
28/02/2000,9854.66,10228.52,9760.36,10038.65,U,-230.5099999999984,-133.10000000000036,-79.11000000000058,10060.160000000002,10207.733333333332,10250.03,10346.31,9862.12,10092.63,10225.73,0.5106622749513824,39.0,D,0.4893377250486175
29/02/2000,10039.58,10332.14,9926.65,10128.31,U,176.52999999999884,-230.5099999999984,-133.10000000000036,9997.800000000001,10060.160000000002,10207.733333333332,10250.03,10038.65,9862.12,10092.63,0.598141167836217,40.0,D,0.40185883216378304
01/03/2000,10128.11,10355.72,9935.96,10137.93,U,89.65999999999985,176.52999999999884,-230.5099999999984,10009.693333333335,9997.800000000001,10060.160000000002,10207.733333333332,10128.31,10038.65,9862.12,0.6393600707517642,41.0,D,0.3606399292482358
02/03/2000,10135.44,10361.61,9986.53,10164.92,U,9.6200000000008,89.65999999999985,176.52999999999884,10101.63,10009.693333333335,9997.800000000001,10060.160000000002,10137.93,10128.31,10038.65,0.57041812287367,42.0,D,0.42958187712633006
03/03/2000,10171.12,10581.89,10148.16,10367.2,U,26.98999999999978,9.6200000000008,89.65999999999985,10143.72,10101.63,10009.693333333335,9997.800000000001,10164.92,10137.93,10128.31,0.5748961454756807,43.0,D,0.4251038545243193
06/03/2000,10358.96,10518.91,10038.65,10170.5,D,202.28000000000065,26.98999999999978,9.6200000000008,10223.35,10143.72,10101.63,10009.693333333335,10367.2,10164.92,10137.93,0.6182602269683847,44.0,D,0.3817397730316154
07/03/2000,10197.61,10208.66,9651.77,9796.03,D,-196.70000000000073,202.28000000000065,26.98999999999978,10234.206666666667,10223.35,10143.72,10101.63,10170.5,10367.2,10164.92,0.5501947095661686,45.0,D,0.4498052904338315
08/03/2000,9800.69,10037.41,9611.75,9856.53,U,-374.46999999999935,-196.70000000000073,202.28000000000065,10111.243333333334,10234.206666666667,10223.35,10143.72,9796.03,10170.5,10367.2,0.44735212886690884,46.0,U,0.5526478711330911
09/03/2000,9855.29,10097.28,9667.28,10010.73,U,60.5,-374.46999999999935,-196.70000000000073,9941.019999999999,10111.243333333334,10234.206666666667,10223.35,9856.53,9796.03,10170.5,0.567769408024048,47.0,D,0.4322305919759519
10/03/2000,10008.55,10211.77,9792.93,9928.82,D,154.1999999999989,60.5,-374.46999999999935,9887.763333333334,9941.019999999999,10111.243333333334,10234.206666666667,10010.73,9856.53,9796.03,0.6585507468654157,48.0,D,0.3414492531345843
13/03/2000,9911.22,10111.25,9670.07,9947.13,U,-81.90999999999985,154.1999999999989,60.5,9932.026666666667,9887.763333333334,9941.019999999999,10111.243333333334,9928.82,10010.73,9856.53,0.5775618612268731,49.0,D,0.42243813877312686
14/03/2000,9957.67,10149.41,9747.33,9811.24,D,18.30999999999949,-81.90999999999985,154.1999999999989,9962.226666666667,9932.026666666667,9887.763333333334,9941.019999999999,9947.13,9928.82,10010.73,0.5653774430235861,50.0,D,0.4346225569764139
15/03/2000,9808.15,10294.6,9676.9,10131.41,U,-135.88999999999942,18.30999999999949,-81.90999999999985,9895.729999999998,9962.226666666667,9932.026666666667,9887.763333333334,9811.24,9947.13,9928.82,0.578065575896734,51.0,D,0.421934424103266
16/03/2000,10139.58,10716.23,10139.58,10630.6,U,320.1700000000001,-135.88999999999942,18.30999999999949,9963.26,9895.729999999998,9962.226666666667,9932.026666666667,10131.41,9811.24,9947.13,0.6366929631807154,52.0,D,0.36330703681928456
17/03/2000,10629.98,10849.32,10399.15,10595.23,D,499.1900000000005,320.1700000000001,-135.88999999999942,10191.083333333334,9963.26,9895.729999999998,9962.226666666667,10630.6,10131.41,9811.24,0.7227913370909603,53.0,D,0.2772086629090396
20/03/2000,10594.75,10866.08,10456.86,10680.24,U,-35.3700000000008,499.1900000000005,320.1700000000001,10452.413333333334,10191.083333333334,9963.26,9895.729999999998,10595.23,10630.6,10131.41,0.585465667775777,54.0,D,0.414534332224223
21/03/2000,10680.24,11012.2,10515.5,10907.34,U,85.01000000000022,-35.3700000000008,499.1900000000005,10635.356666666667,10452.413333333334,10191.083333333334,9963.26,10680.24,10595.23,10630.6,0.5138996289069842,55.0,D,0.48610037109301585
22/03/2000,10916.96,11054.71,10671.86,10866.7,D,227.10000000000036,85.01000000000022,-35.3700000000008,10727.603333333334,10635.356666666667,10452.413333333334,10191.083333333334,10907.34,10680.24,10595.23,0.6050357261802575,56.0,D,0.39496427381974253
23/03/2000,10884.38,11224.72,10737.63,11119.86,U,-40.63999999999942,227.10000000000036,85.01000000000022,10818.093333333334,10727.603333333334,10635.356666666667,10452.413333333334,10866.7,10907.34,10680.24,0.5374323841192866,57.0,D,0.46256761588071327
24/03/2000,11107.45,11311.28,10901.44,11112.72,U,253.15999999999985,-40.63999999999942,227.10000000000036,10964.633333333333,10818.093333333334,10727.603333333334,10635.356666666667,11119.86,10866.7,10907.34,0.5346948887266426,58.0,D,0.4653051112733574
27/03/2000,11093.25,11274.98,10881.9,11025.85,D,-7.140000000001237,253.15999999999985,-40.63999999999942,11033.093333333332,10964.633333333333,10818.093333333334,10727.603333333334,11112.72,11119.86,10866.7,0.539007371429668,59.0,D,0.46099262857033196
28/03/2000,11023.68,11192.76,10804.65,10936.11,D,-86.86999999999898,-7.140000000001237,253.15999999999985,11086.143333333333,11033.093333333332,10964.633333333333,10818.093333333334,11025.85,11112.72,11119.86,0.4502266381286209,60.0,U,0.549773361871379
29/03/2000,10939.05,11214.48,10792.24,11018.72,U,-89.73999999999978,-86.86999999999898,-7.140000000001237,11024.893333333333,11086.143333333333,11033.093333333332,10964.633333333333,10936.11,11025.85,11112.72,0.4654738039696549,61.0,U,0.5345261960303452
30/03/2000,11008.17,11258.23,10796.58,10980.25,D,82.60999999999876,-89.73999999999978,-86.86999999999898,10993.56,11024.893333333333,11086.143333333333,11033.093333333332,11018.72,10936.11,11025.85,0.5097766098048819,62.0,D,0.49022339019511807
31/03/2000,10993.28,11244.58,10801.23,10921.92,D,-38.469999999999345,82.60999999999876,-89.73999999999978,10978.36,10993.56,11024.893333333333,11086.143333333333,10980.25,11018.72,10936.11,0.503343501686809,63.0,D,0.4966564983131911
03/04/2000,10863.28,11344.17,10821.71,11221.93,U,-58.32999999999993,-38.469999999999345,82.60999999999876,10973.63,10978.36,10993.56,11024.893333333333,10921.92,10980.25,11018.72,0.4673275027259084,64.0,U,0.5326724972740916
04/04/2000,11225.34,11531.24,10682.72,11164.84,D,300.0100000000002,-58.32999999999993,-38.469999999999345,11041.366666666667,10973.63,10978.36,10993.56,11221.93,10921.92,10980.25,0.5530479931048624,65.0,D,0.4469520068951376
05/04/2000,11163.29,11326.79,10894.0,11033.92,D,-57.090000000000146,300.0100000000002,-58.32999999999993,11102.896666666667,11041.366666666667,10973.63,10978.36,11164.84,11221.93,10921.92,0.5216236667823194,66.0,D,0.4783763332176805
06/04/2000,11029.56,11303.83,10921.07,11114.27,U,-130.92000000000007,-57.090000000000146,300.0100000000002,11140.230000000001,11102.896666666667,11041.366666666667,10973.63,11033.92,11164.84,11221.93,0.41984827684241255,67.0,U,0.5801517231575875
07/04/2000,11122.03,11317.79,10932.78,11111.48,D,80.35000000000036,-130.92000000000007,-57.090000000000146,11104.343333333332,11140.230000000001,11102.896666666667,11041.366666666667,11114.27,11033.92,11164.84,0.49473303682851455,68.0,U,0.5052669631714855
10/04/2000,11114.89,11404.35,10955.43,11186.56,U,-2.790000000000873,80.35000000000036,-130.92000000000007,11086.556666666665,11104.343333333332,11140.230000000001,11102.896666666667,11111.48,11114.27,11033.92,0.5101219966523042,69.0,D,0.48987800334769577
11/04/2000,11180.98,11459.58,11024.22,11287.08,U,75.07999999999993,-2.790000000000873,80.35000000000036,11137.436666666666,11086.556666666665,11104.343333333332,11140.230000000001,11186.56,11111.48,11114.27,0.48747728214097474,70.0,U,0.5125227178590253
12/04/2000,11283.05,11600.43,11026.47,11125.13,D,100.52000000000044,75.07999999999993,-2.790000000000873,11195.04,11137.436666666666,11086.556666666665,11104.343333333332,11287.08,11186.56,11111.48,0.5108112012244888,71.0,D,0.4891887987755112
13/04/2000,11132.58,11290.8,10806.51,10923.55,D,-161.95000000000073,100.52000000000044,75.07999999999993,11199.589999999998,11195.04,11137.436666666666,11086.556666666665,11125.13,11287.08,11186.56,0.45027004369942236,72.0,U,0.5497299563005776
14/04/2000,10922.85,10922.85,10173.92,10305.77,D,-201.57999999999993,-161.95000000000073,100.52000000000044,11111.919999999998,11199.589999999998,11195.04,11137.436666666666,10923.55,11125.13,11287.08,0.40923402111293933,73.0,U,0.5907659788870607
17/04/2000,10303.29,10721.5,10128.62,10582.51,U,-617.7799999999988,-201.57999999999993,-161.95000000000073,10784.816666666668,11111.919999999998,11199.589999999998,11195.04,10305.77,10923.55,11125.13,0.3615807872809934,74.0,U,0.6384192127190066
18/04/2000,10584.02,10941.78,10424.9,10767.42,U,276.7399999999998,-617.7799999999988,-201.57999999999993,10603.943333333335,10784.816666666668,11111.919999999998,11199.589999999998,10582.51,10305.77,10923.55,0.5099266549982826,75.0,D,0.49007334500171734
19/04/2000,10748.97,10909.2,10503.4,10674.96,D,184.90999999999985,276.7399999999998,-617.7799999999988,10551.9,10603.943333333335,10784.816666666668,11111.919999999998,10767.42,10582.51,10305.77,0.6492439602740916,76.0,D,0.3507560397259084
20/04/2000,10668.19,10941.47,10582.51,10844.05,U,-92.46000000000095,184.90999999999985,276.7399999999998,10674.963333333333,10551.9,10603.943333333335,10784.816666666668,10674.96,10767.42,10582.51,0.48965200144816884,77.0,U,0.5103479985518311
24/04/2000,10822.33,11060.29,10579.1,10906.1,U,169.09000000000015,-92.46000000000095,184.90999999999985,10762.143333333332,10674.963333333333,10551.9,10603.943333333335,10844.05,10674.96,10767.42,0.5252164884107622,78.0,D,0.47478351158923776
25/04/2000,10916.65,11265.67,10764.62,11124.82,U,62.05000000000109,169.09000000000015,-92.46000000000095,10808.37,10762.143333333332,10674.963333333333,10551.9,10906.1,10844.05,10674.96,0.5678142538577715,79.0,D,0.4321857461422285
26/04/2000,11127.92,11246.75,10816.44,10945.5,D,218.71999999999935,62.05000000000109,169.09000000000015,10958.323333333334,10808.37,10762.143333333332,10674.963333333333,11124.82,10906.1,10844.05,0.545455816454845,80.0,D,0.45454418354515497
27/04/2000,10941.91,11024.61,10650.14,10888.1,D,-179.3199999999997,218.71999999999935,62.05000000000109,10992.14,10958.323333333334,10808.37,10762.143333333332,10945.5,11124.82,10906.1,0.4864648632279612,81.0,U,0.5135351367720388
28/04/2000,10892.76,11005.07,10632.46,10733.91,D,-57.399999999999636,-179.3199999999997,218.71999999999935,10986.14,10992.14,10958.323333333334,10808.37,10888.1,10945.5,11124.82,0.4444248151877564,82.0,U,0.5555751848122435
01/05/2000,10749.42,11001.34,10622.22,10811.78,U,-154.1900000000005,-57.399999999999636,-179.3199999999997,10855.836666666666,10986.14,10992.14,10958.323333333334,10733.91,10888.1,10945.5,0.4835156206712867,83.0,U,0.5164843793287133
02/05/2000,10805.58,10932.47,10580.65,10731.12,D,77.8700000000008,-154.1900000000005,-57.399999999999636,10811.263333333334,10855.836666666666,10986.14,10992.14,10811.78,10733.91,10888.1,0.5077755961060021,84.0,D,0.4922244038939979
03/05/2000,10732.21,10754.39,10345.17,10480.13,D,-80.65999999999985,77.8700000000008,-154.1900000000005,10758.936666666668,10811.263333333334,10855.836666666666,10986.14,10731.12,10811.78,10733.91,0.5156740922146328,85.0,D,0.4843259077853673
04/05/2000,10478.89,10631.53,10293.05,10412.49,D,-250.9900000000016,-80.65999999999985,77.8700000000008,10674.343333333332,10758.936666666668,10811.263333333334,10855.836666666666,10480.13,10731.12,10811.78,0.4435928209572113,86.0,U,0.5564071790427887
05/05/2000,10409.7,10688.61,10312.91,10577.86,U,-67.63999999999942,-250.9900000000016,-80.65999999999985,10541.246666666666,10674.343333333332,10758.936666666668,10811.263333333334,10412.49,10480.13,10731.12,0.48778404435486816,87.0,U,0.5122159556451319
08/05/2000,10571.31,10744.22,10400.4,10603.63,U,165.3700000000008,-67.63999999999942,-250.9900000000016,10490.16,10541.246666666666,10674.343333333332,10758.936666666668,10577.86,10412.49,10480.13,0.5837855297794066,88.0,D,0.4162144702205934
09/05/2000,10607.54,10765.75,10435.96,10536.75,D,25.769999999998618,165.3700000000008,-67.63999999999942,10531.326666666666,10490.16,10541.246666666666,10674.343333333332,10603.63,10577.86,10412.49,0.5636266129877636,89.0,D,0.4363733870122363
10/05/2000,10533.09,10649.95,10169.77,10367.78,D,-66.8799999999992,25.769999999998618,165.3700000000008,10572.746666666666,10531.326666666666,10490.16,10541.246666666666,10536.75,10603.63,10577.86,0.5041135815362578,90.0,D,0.49588641846374215
11/05/2000,10369.27,10676.88,10315.69,10545.97,U,-168.96999999999935,-66.8799999999992,25.769999999998618,10502.72,10572.746666666666,10531.326666666666,10490.16,10367.78,10536.75,10603.63,0.4930219447479807,91.0,U,0.5069780552520193
12/05/2000,10549.06,10780.37,10444.54,10609.37,U,178.1899999999987,-168.96999999999935,-66.8799999999992,10483.5,10502.72,10572.746666666666,10531.326666666666,10545.97,10367.78,10536.75,0.5640905312029909,92.0,D,0.43590946879700915
15/05/2000,10606.97,10902.36,10509.31,10807.78,U,63.400000000001455,178.1899999999987,-168.96999999999935,10507.706666666667,10483.5,10502.72,10572.746666666666,10609.37,10545.97,10367.78,0.5901071232266236,93.0,D,0.4098928767733763
16/05/2000,10816.01,11086.72,10723.48,10934.57,U,198.40999999999985,63.400000000001455,178.1899999999987,10654.373333333335,10507.706666666667,10483.5,10502.72,10807.78,10609.37,10545.97,0.5616066982267236,94.0,D,0.43839330177327646
17/05/2000,10930.64,10947.25,10648.78,10769.74,D,126.78999999999905,198.40999999999985,63.400000000001455,10783.906666666668,10654.373333333335,10507.706666666667,10483.5,10934.57,10807.78,10609.37,0.5706323145166649,95.0,D,0.4293676854833352
18/05/2000,10771.8,10938.34,10669.0,10777.28,U,-164.82999999999993,126.78999999999905,198.40999999999985,10837.363333333333,10783.906666666668,10654.373333333335,10507.706666666667,10769.74,10934.57,10807.78,0.48178346755962215,96.0,U,0.5182165324403778
19/05/2000,10764.22,10821.83,10468.18,10626.85,D,7.540000000000873,-164.82999999999993,126.78999999999905,10827.196666666665,10837.363333333333,10783.906666666668,10654.373333333335,10777.28,10769.74,10934.57,0.484575577167147,97.0,U,0.515424422832853
22/05/2000,10624.79,10718.0,10308.15,10542.55,D,-150.4300000000003,7.540000000000873,-164.82999999999993,10724.623333333335,10827.196666666665,10837.363333333333,10783.906666666668,10626.85,10777.28,10769.74,0.5048538157798245,98.0,D,0.49514618422017553
23/05/2000,10539.12,10671.74,10325.63,10422.27,D,-84.30000000000109,-150.4300000000003,7.540000000000873,10648.893333333333,10724.623333333335,10827.196666666665,10837.363333333333,10542.55,10626.85,10777.28,0.4807011365912557,99.0,U,0.5192988634087443
24/05/2000,10420.9,10679.53,10240.99,10535.35,U,-120.27999999999884,-84.30000000000109,-150.4300000000003,10530.556666666667,10648.893333333333,10724.623333333335,10827.196666666665,10422.27,10542.55,10626.85,0.5048159380699437,100.0,D,0.49518406193005626
25/05/2000,10529.87,10644.32,10207.75,10323.92,D,113.07999999999993,-120.27999999999884,-84.30000000000109,10500.056666666665,10530.556666666667,10648.893333333333,10724.623333333335,10535.35,10422.27,10542.55,0.5486263901875036,101.0,D,0.45137360981249636
26/05/2000,10322.89,10487.72,10163.2,10299.24,D,-211.4300000000003,113.07999999999993,-120.27999999999884,10427.18,10500.056666666665,10530.556666666667,10648.893333333333,10323.92,10535.35,10422.27,0.5190637590889025,102.0,D,0.4809362409110976
30/05/2000,10302.31,10596.0,10287.94,10527.13,U,-24.68000000000029,-211.4300000000003,113.07999999999993,10386.17,10427.18,10500.056666666665,10530.556666666667,10299.24,10323.92,10535.35,0.49951404804439953,103.0,U,0.5004859519556005
31/05/2000,10528.28,10692.73,10377.37,10522.33,D,227.88999999999942,-24.68000000000029,-211.4300000000003,10383.43,10386.17,10427.18,10500.056666666665,10527.13,10299.24,10323.92,0.6129564209496743,104.0,D,0.3870435790503257
01/06/2000,10532.27,10780.37,10422.95,10652.2,U,-4.799999999999272,227.88999999999942,-24.68000000000029,10449.566666666666,10383.43,10386.17,10427.18,10522.33,10527.13,10299.24,0.5749553931149336,105.0,D,0.42504460688506646
02/06/2000,10660.09,11013.05,10600.46,10794.76,U,129.8700000000008,-4.799999999999272,227.88999999999942,10567.22,10449.566666666666,10383.43,10386.17,10652.2,10522.33,10527.13,0.5422495671347829,106.0,D,0.45775043286521705
05/06/2000,10793.11,10951.79,10629.03,10815.3,U,142.5599999999995,129.8700000000008,-4.799999999999272,10656.43,10567.22,10449.566666666666,10383.43,10794.76,10652.2,10522.33,0.5838429168160066,107.0,D,0.4161570831839934
06/06/2000,10822.61,10916.97,10592.82,10735.57,D,20.539999999999054,142.5599999999995,129.8700000000008,10754.086666666666,10656.43,10567.22,10449.566666666666,10815.3,10794.76,10652.2,0.5375567173858399,108.0,D,0.4624432826141601
07/06/2000,10733.48,10974.07,10588.64,10812.86,U,-79.72999999999956,20.539999999999054,142.5599999999995,10781.876666666665,10754.086666666666,10656.43,10567.22,10735.57,10815.3,10794.76,0.4928597081586094,109.0,U,0.5071402918413905
08/06/2000,10818.78,10887.72,10524.92,10668.72,D,77.29000000000087,-79.72999999999956,20.539999999999054,10787.91,10781.876666666665,10754.086666666666,10656.43,10812.86,10735.57,10815.3,0.5239109384682136,110.0,D,0.4760890615317865
09/06/2000,10678.47,10848.38,10515.52,10614.06,D,-144.14000000000124,77.29000000000087,-79.72999999999956,10739.050000000001,10787.91,10781.876666666665,10754.086666666666,10668.72,10812.86,10735.57,0.5055196335964495,111.0,D,0.4944803664035506
12/06/2000,10615.12,10757.6,10476.88,10564.21,D,-54.659999999999854,-144.14000000000124,77.29000000000087,10698.546666666667,10739.050000000001,10787.91,10781.876666666665,10614.06,10668.72,10812.86,0.47975224104938585,112.0,U,0.5202477589506141
13/06/2000,10562.31,10751.86,10395.56,10621.84,U,-49.850000000000364,-54.659999999999854,-144.14000000000124,10615.663333333332,10698.546666666667,10739.050000000001,10787.91,10564.21,10614.06,10668.72,0.5206447373637615,113.0,D,0.4793552626362385
14/06/2000,10632.46,10860.84,10542.99,10687.95,U,57.63000000000102,-49.850000000000364,-54.659999999999854,10600.036666666665,10615.663333333332,10698.546666666667,10739.050000000001,10621.84,10564.21,10614.06,0.536943357928953,114.0,D,0.463056642071047
15/06/2000,10689.63,10889.48,10552.89,10714.82,U,66.11000000000058,57.63000000000102,-49.850000000000364,10624.666666666666,10600.036666666665,10615.663333333332,10698.546666666667,10687.95,10621.84,10564.21,0.5515501398096504,115.0,D,0.44844986019034955
16/06/2000,10717.76,10784.47,10393.44,10449.3,D,26.86999999999898,66.11000000000058,57.63000000000102,10674.87,10624.666666666666,10600.036666666665,10615.663333333332,10714.82,10687.95,10621.84,0.5335620862315188,116.0,D,0.46643791376848126
19/06/2000,10448.4,10733.56,10322.02,10557.84,U,-265.52000000000044,26.86999999999898,66.11000000000058,10617.356666666667,10674.87,10624.666666666666,10600.036666666665,10449.3,10714.82,10687.95,0.4690840513292056,117.0,U,0.5309159486707944
20/06/2000,10558.9,10632.09,10318.84,10435.16,D,108.54000000000087,-265.52000000000044,26.86999999999898,10573.986666666666,10617.356666666667,10674.87,10624.666666666666,10557.84,10449.3,10714.82,0.5183578983562633,118.0,D,0.4816421016437367
