"","Date","Open","High","Low","Close","Volume","Adj.Close","prevHigh","prevLow","Long","Short"
"102","30/05/2000",6216.9,6379.7,6216.9,6359.6,0,6359.6,6252.2,6153.2,107.400000000001,NA
"103","31/05/2000",6359.6,6419.9,6325.5,6359.3,0,6359.3,6379.7,6216.9,-20.3999999999996,NA
"104","01/06/2000",6359.3,6476.9,6344.4,6470.5,0,6470.5,6419.9,6325.5,50.6000000000004,NA
"105","02/06/2000",6470.5,6634.9,6445.5,6626.4,0,6626.4,6476.9,6344.4,149.5,NA
"106","05/06/2000",6626.4,6635.7,6540.4,6546.7,0,6546.7,6634.9,6445.5,-50,NA
"107","06/06/2000",6546.7,6619.6,6490,6546.8,0,6546.8,6635.7,6540.4,NA,-6.40000000000055
"108","07/06/2000",6546.8,6546.8,6476.4,6503.8,0,6503.8,6619.6,6490,NA,-13.8000000000002
"109","08/06/2000",6503.8,6592.7,6469.8,6496.6,0,6496.6,6546.8,6476.4,-50,-20.2000000000007
"110","09/06/2000",6496.6,6512.4,6438.1,6443.8,0,6443.8,6592.7,6469.8,NA,26
"111","12/06/2000",6443.8,6479.8,6430.9,6430.9,0,6430.9,6512.4,6438.1,NA,7.20000000000073
"112","13/06/2000",6430.9,6515.2,6430.8,6447.1,0,6447.1,6479.8,6430.9,-32.6999999999998,-16.2000000000007
"113","14/06/2000",6447.1,6551.7,6447.1,6536.3,0,6536.3,6515.2,6430.8,21.1000000000004,NA
"114","15/06/2000",6536.3,6566.2,6490.8,6490.8,0,6490.8,6551.7,6447.1,-50,NA
"115","16/06/2000",6490.8,6566.7,6474.9,6526,0,6526,6566.2,6490.8,-40.1999999999998,-35.1999999999998
"116","19/06/2000",6490.8,6515.7,6467.5,6490.2,0,6490.2,6566.7,6474.9,NA,-15.3000000000002
"117","20/06/2000",6490.2,6536.5,6490.2,6526.9,0,6526.9,6515.7,6467.5,11.1999999999998,NA
"118","21/06/2000",6526.9,6532.5,6429,6477.8,0,6477.8,6536.5,6490.2,NA,12.3999999999996
"119","22/06/2000",6477.8,6530.7,6413.8,6413.8,0,6413.8,6532.5,6429,NA,15.1999999999998
"120","23/06/2000",6413.8,6413.8,6367.8,6391.5,0,6391.5,6530.7,6413.8,NA,22.3000000000002
"121","26/06/2000",6391.5,6447.7,6369,6405.2,0,6405.2,6413.8,6367.8,-8.60000000000036,NA
"122","27/06/2000",6405.2,6428.4,6365.6,6375.3,0,6375.3,6447.7,6369,NA,-6.30000000000018
"123","28/06/2000",6375.3,6394.4,6310.8,6313.5,0,6313.5,6428.4,6365.6,NA,52.1000000000004
"124","29/06/2000",6313.5,6321,6221,6239,0,6239,6394.4,6310.8,NA,71.8000000000002
"125","30/06/2000",6239,6323.2,6239,6312.7,0,6312.7,6321,6221,-8.30000000000018,NA
"126","03/07/2000",6312.7,6470.4,6309.3,6470.4,0,6470.4,6323.2,6239,147.2,NA
"127","04/07/2000",6470.4,6470.4,6405.2,6417,0,6417,6470.4,6309.3,NA,NA
"128","05/07/2000",6417,6446,6345.5,6382.5,0,6382.5,6470.4,6405.2,NA,22.6999999999998
"129","06/07/2000",6382.5,6438.4,6341.4,6419.6,0,6419.6,6446,6345.5,NA,-50
"130","07/07/2000",6419.6,6502.6,6390.2,6497.5,0,6497.5,6438.4,6341.4,59.1000000000004,NA
"131","10/07/2000",6497.5,6515.2,6463.3,6466.2,0,6466.2,6502.6,6390.2,-36.4000000000005,NA
"132","11/07/2000",6466.2,6510.1,6450.5,6475.8,0,6475.8,6515.2,6463.3,NA,-12.5
"133","12/07/2000",6475.8,6545.1,6466.8,6518.5,0,6518.5,6510.1,6450.5,8.39999999999964,NA
"134","13/07/2000",6518.5,6530.7,6460.3,6475.7,0,6475.7,6545.1,6466.8,NA,-8.89999999999964
"135","14/07/2000",6475.7,6503.2,6452.2,6475.4,0,6475.4,6530.7,6460.3,NA,-15.0999999999995
"136","17/07/2000",6475.4,6525.7,6473.7,6525.5,0,6525.5,6503.2,6452.2,22.3000000000002,NA
"137","18/07/2000",6525.5,6531.4,6444.6,6450.5,0,6450.5,6525.7,6473.7,-50,23.1999999999998
"138","19/07/2000",6450.5,6493.4,6420.4,6465.4,0,6465.4,6531.4,6444.6,NA,-20.7999999999993
"139","20/07/2000",6465.4,6491.1,6440.7,6469,0,6469,6493.4,6420.4,NA,NA
"140","21/07/2000",6469,6469,6365.5,6378.4,0,6378.4,6491.1,6440.7,NA,62.3000000000002
"141","24/07/2000",6378.4,6422.6,6333,6381.3,0,6381.3,6469,6365.5,NA,-15.8000000000002
"142","25/07/2000",6381.3,6402.1,6354.5,6390.7,0,6390.7,6422.6,6333,NA,NA
"143","26/07/2000",6390.7,6425.6,6378.9,6387.1,0,6387.1,6402.1,6354.5,-15,NA
"144","27/07/2000",6387.1,6456.3,6352.1,6352.1,0,6352.1,6425.6,6378.9,-50,26.7999999999993
"145","28/07/2000",6352.1,6390.3,6332.6,6335.7,0,6335.7,6456.3,6352.1,NA,16.4000000000005
"146","31/07/2000",6335.7,6365.3,6274.9,6365.3,0,6365.3,6390.3,6332.6,NA,-32.6999999999998
"147","01/08/2000",6365.3,6403.1,6331.5,6379.3,0,6379.3,6365.3,6274.9,14,NA
"148","02/08/2000",6379.1,6424.7,6378.4,6391,0,6391,6403.1,6331.5,-12.1000000000004,NA
"149","03/08/2000",6391.3,6399.9,6296.4,6317.1,0,6317.1,6424.7,6378.4,NA,61.2999999999993
"150","04/08/2000",6317.1,6415,6317.1,6363.5,0,6363.5,6399.9,6296.4,-36.3999999999996,NA
"151","07/08/2000",6363.5,6400.6,6355.1,6387.8,0,6387.8,6415,6317.1,NA,NA
"152","08/08/2000",6387.8,6420,6350.3,6358.1,0,6358.1,6400.6,6355.1,-42.5,-3
"153","09/08/2000",6358.1,6463.1,6358.1,6414,0,6414,6420,6350.3,-6,NA
"154","10/08/2000",6414,6414,6369.4,6387.3,0,6387.3,6463.1,6358.1,NA,NA
"155","11/08/2000",6387.3,6394.6,6348.4,6384.5,0,6384.5,6414,6369.4,NA,-15.1000000000004
"156","14/08/2000",6384.5,6451.2,6365.5,6419.9,0,6419.9,6394.6,6348.4,25.2999999999993,NA
"157","15/08/2000",6419.9,6482.8,6419.9,6475.5,0,6475.5,6451.2,6365.5,24.3000000000002,NA
"158","16/08/2000",6475.5,6553.5,6457,6532,0,6532,6482.8,6419.9,49.1999999999998,NA
"159","17/08/2000",6532,6537.4,6482,6518.2,0,6518.2,6553.5,6457,NA,NA
"160","18/08/2000",6518.2,6552,6510.8,6543.7,0,6543.7,6537.4,6482,6.30000000000018,NA
"161","21/08/2000",6543.7,6555.5,6491.4,6542.2,0,6542.2,6552,6510.8,-9.80000000000018,-31.3999999999996
"162","22/08/2000",6542.2,6605.2,6520.3,6584.8,0,6584.8,6555.5,6491.4,29.3000000000002,NA
"163","23/08/2000",6584.8,6590.7,6535.2,6566.2,0,6566.2,6605.2,6520.3,NA,NA
"164","24/08/2000",6566.2,6605.5,6546.7,6557,0,6557,6590.7,6535.2,-33.6999999999998,NA
"165","25/08/2000",6557,6619.1,6538.3,6563.7,0,6563.7,6605.5,6546.7,-41.8000000000002,-17
"166","29/08/2000",6563.7,6601.1,6560.2,6586.3,0,6586.3,6619.1,6538.3,NA,NA
"167","30/08/2000",6586.3,6624.9,6586.1,6615.1,0,6615.1,6601.1,6560.2,14,NA
"168","31/08/2000",6615.1,6675.7,6585.2,6672.7,0,6672.7,6624.9,6586.1,47.8000000000002,-50
"169","01/09/2000",6672.7,6838.6,6672.7,6795,0,6795,6675.7,6585.2,119.3,NA
"170","04/09/2000",6795,6828.7,6783,6798.1,0,6798.1,6838.6,6672.7,NA,NA
"171","05/09/2000",6798.1,6809.5,6737.6,6752.5,0,6752.5,6828.7,6783,NA,30.5
"172","06/09/2000",6752.5,6766,6688.4,6694.7,0,6694.7,6809.5,6737.6,NA,42.9000000000005
"173","07/09/2000",6694.7,6709.1,6668.5,6689.2,0,6689.2,6766,6688.4,NA,-0.800000000000182
"174","08/09/2000",6689.2,6704.2,6561.1,6600.7,0,6600.7,6709.1,6668.5,NA,67.8000000000002
"175","11/09/2000",6600.7,6604.1,6392.1,6582,0,6582,6704.2,6561.1,NA,-20.8999999999996
"176","12/09/2000",6582,6582,6528.5,6555.5,0,6555.5,6604.1,6392.1,NA,NA
"177","13/09/2000",6555.5,6559.8,6454.1,6478.2,0,6478.2,6582,6528.5,NA,50.3000000000002
"178","14/09/2000",6478.2,6580.6,6460.7,6555.5,0,6555.5,6559.8,6454.1,-4.30000000000018,NA
"179","15/09/2000",6555.5,6559.2,6417.3,6417.3,0,6417.3,6580.6,6460.7,NA,43.3999999999996
"180","18/09/2000",6417.3,6464.3,6371.4,6410.2,0,6410.2,6559.2,6417.3,NA,7.10000000000036
"181","19/09/2000",6410.2,6413.4,6360.6,6403.5,0,6403.5,6464.3,6371.4,NA,-32.1000000000004
"182","20/09/2000",6403.5,6425.4,6259.7,6279.9,0,6279.9,6413.4,6360.6,-50,80.7000000000007
"183","21/09/2000",6279.9,6281.1,6150.5,6199.2,0,6199.2,6425.4,6259.7,NA,60.5
"184","22/09/2000",6199.2,6205.9,6075.1,6205.9,0,6205.9,6281.1,6150.5,NA,-50
"185","25/09/2000",6205.9,6310,6205.9,6257.1,0,6257.1,6205.9,6075.1,51.2000000000007,NA
"186","26/09/2000",6257.1,6257.6,6192.7,6213.2,0,6213.2,6310,6205.9,NA,-7.30000000000018
"187","27/09/2000",6213.2,6312.5,6200.7,6269.3,0,6269.3,6257.6,6192.7,11.6999999999998,NA
"188","28/09/2000",6269.3,6290.6,6210.8,6264.1,0,6264.1,6312.5,6200.7,NA,NA
"189","29/09/2000",6264.1,6325.7,6240.3,6294.2,0,6294.2,6290.6,6210.8,3.59999999999945,NA
"190","02/10/2000",6294.2,6358.2,6284.5,6284.5,0,6284.5,6325.7,6240.3,-41.1999999999998,NA
"191","03/10/2000",6284.5,6364.6,6284.5,6345,0,6345,6358.2,6284.5,-13.1999999999998,NA
"192","04/10/2000",6345,6354.2,6283.8,6334.9,0,6334.9,6364.6,6284.5,NA,-50
"193","05/10/2000",6334.9,6393.1,6330.9,6382,0,6382,6354.2,6283.8,27.8000000000002,NA
"194","06/10/2000",6382,6412.5,6342.2,6391.2,0,6391.2,6393.1,6330.9,-1.90000000000055,NA
"195","09/10/2000",6391.2,6391.2,6253.6,6264.8,0,6264.8,6412.5,6342.2,NA,77.3999999999996
"196","10/10/2000",6264.8,6299.7,6240.4,6247.7,0,6247.7,6391.2,6253.6,NA,5.90000000000055
"197","11/10/2000",6247.7,6247.7,6098.1,6117.6,0,6117.6,6299.7,6240.4,NA,122.799999999999
"198","12/10/2000",6117.6,6211.8,6068.3,6131.9,0,6131.9,6247.7,6098.1,NA,-33.7999999999993
"199","13/10/2000",6131.9,6209.6,6050.7,6209.6,0,6209.6,6211.8,6068.3,NA,-50
"200","16/10/2000",6209.6,6292,6209.6,6285.7,0,6285.7,6209.6,6050.7,76.0999999999995,NA
"201","17/10/2000",6285.7,6290,6196.1,6203.2,0,6203.2,6292,6209.6,NA,6.40000000000055
"202","18/10/2000",6203.2,6203.2,6017.2,6148.2,0,6148.2,6290,6196.1,NA,47.9000000000005
"203","19/10/2000",6148.2,6246.1,6148.2,6218.9,0,6218.9,6203.2,6017.2,15.6999999999998,NA
"204","20/10/2000",6218.9,6294.5,6210.3,6276.3,0,6276.3,6246.1,6148.2,30.1999999999998,NA
"205","23/10/2000",6276.3,6326.7,6271.5,6315.9,0,6315.9,6294.5,6210.3,21.3999999999996,NA
"206","24/10/2000",6315.9,6452.8,6299.4,6438.4,0,6438.4,6326.7,6271.5,111.7,NA
"207","25/10/2000",6438.4,6438.4,6330,6367.8,0,6367.8,6452.8,6299.4,NA,NA
"208","26/10/2000",6367.8,6389,6282.7,6302.3,0,6302.3,6438.4,6330,NA,27.6999999999998
"209","27/10/2000",6302.3,6407.9,6302.3,6366.5,0,6366.5,6389,6282.7,-22.5,NA
"210","30/10/2000",6366.5,6394.9,6307.9,6388.4,0,6388.4,6407.9,6302.3,NA,NA
"211","31/10/2000",6388.4,6475.8,6388.4,6438.4,0,6438.4,6394.9,6307.9,43.5,NA
"212","01/11/2000",6438.4,6508.6,6396.3,6457.6,0,6457.6,6475.8,6388.4,-18.1999999999998,NA
"213","02/11/2000",6457.6,6485.7,6382.7,6392,0,6392,6508.6,6396.3,NA,4.30000000000018
"214","03/11/2000",6392,6431.7,6382.1,6385.4,0,6385.4,6485.7,6382.7,NA,-2.69999999999982
"215","06/11/2000",6385.4,6431,6385.4,6431,0,6431,6431.7,6382.1,NA,NA
"216","07/11/2000",6431,6466.9,6406.5,6466.9,0,6466.9,6431,6385.4,35.8999999999996,NA
"217","08/11/2000",6466.9,6514.7,6454.9,6477.4,0,6477.4,6466.9,6406.5,10.5,NA
"218","09/11/2000",6477.4,6498.5,6412.4,6442.2,0,6442.2,6514.7,6454.9,NA,12.6999999999998
"219","10/11/2000",6442.2,6442.2,6338.5,6400.2,0,6400.2,6498.5,6412.4,NA,12.1999999999998
"220","13/11/2000",6400.2,6400.2,6269.3,6274.8,0,6274.8,6442.2,6338.5,NA,63.6999999999998
"221","14/11/2000",6274.8,6421.7,6274.8,6412.9,0,6412.9,6400.2,6269.3,12.6999999999998,NA
"222","15/11/2000",6412.9,6459.3,6371.7,6432.3,0,6432.3,6421.7,6274.8,10.6000000000004,NA
"223","16/11/2000",6432.3,6480,6414.9,6430.4,0,6430.4,6459.3,6371.7,-28.9000000000005,NA
"224","17/11/2000",6430.4,6483.3,6403.4,6440.1,0,6440.1,6480,6414.9,-39.8999999999996,-25.2000000000007
"225","20/11/2000",6440.1,6452.8,6335.1,6345,0,6345,6483.3,6403.4,NA,58.3999999999996
"226","21/11/2000",6345,6393.7,6333.3,6382.1,0,6382.1,6452.8,6335.1,NA,-47
"227","22/11/2000",6377.7,6377.7,6216.1,6221.4,0,6221.4,6393.7,6333.3,NA,111.900000000001
"228","23/11/2000",6221.4,6287.3,6217.5,6287.3,0,6287.3,6377.7,6216.1,NA,NA
"229","24/11/2000",6287.3,6359.3,6237.2,6327.6,0,6327.6,6287.3,6217.5,40.3000000000002,NA
"230","27/11/2000",6327.6,6397.5,6323.3,6374.7,0,6374.7,6359.3,6237.2,15.3999999999996,NA
"231","28/11/2000",6374.7,6374.7,6241.5,6249.8,0,6249.8,6397.5,6323.3,NA,73.5
"232","29/11/2000",6249.8,6249.8,6154.7,6164.9,0,6164.9,6374.7,6241.5,NA,76.6000000000004
"233","30/11/2000",6164.9,6164.9,6070,6142.2,0,6142.2,6249.8,6154.7,NA,12.5
"234","01/12/2000",6142.2,6189.9,6130.5,6170.4,0,6170.4,6164.9,6070,5.5,NA
"235","04/12/2000",6170.4,6170.8,6113.9,6158.7,0,6158.7,6189.9,6130.5,NA,-28.1999999999998
"236","05/12/2000",6158.7,6318.1,6158.7,6299,0,6299,6170.8,6113.9,128.2,NA
"237","06/12/2000",6299,6365.6,6258.8,6273.3,0,6273.3,6318.1,6158.7,-44.8000000000002,NA
"238","07/12/2000",6273.3,6273.3,6147.6,6231.4,0,6231.4,6365.6,6258.8,NA,27.4000000000005
"239","08/12/2000",6231.4,6343.1,6222.3,6288.3,0,6288.3,6273.3,6147.6,15,NA
"240","11/12/2000",6288.3,6370.6,6288.3,6370.3,0,6370.3,6343.1,6222.3,27.1999999999998,NA
"241","12/12/2000",6370.3,6393.6,6333.2,6390.4,0,6390.4,6370.6,6288.3,19.7999999999993,NA
"242","13/12/2000",6390.4,6421.5,6366.6,6403,0,6403,6393.6,6333.2,9.39999999999964,NA
"243","14/12/2000",6403,6403,6235.7,6263.8,0,6263.8,6421.5,6366.6,NA,102.8
"244","15/12/2000",6263.8,6269.7,6175,6175.8,0,6175.8,6403,6235.7,NA,59.8999999999996
"245","18/12/2000",6175.8,6260.4,6175.6,6246.5,0,6246.5,6269.7,6175,NA,NA
"246","19/12/2000",6246.5,6307.3,6198.6,6295,0,6295,6260.4,6175.6,34.6000000000004,NA
"247","20/12/2000",6295,6295,6138.4,6176.7,0,6176.7,6307.3,6198.6,NA,21.9000000000005
"248","21/12/2000",6176.7,6179.3,6083.7,6115.5,0,6115.5,6295,6138.4,NA,22.8999999999996
"249","22/12/2000",6115.5,6159.2,6097.5,6097.5,0,6097.5,6179.3,6083.7,NA,NA
"250","27/12/2000",6097.5,6218.2,6097.5,6218.2,0,6218.2,6159.2,6097.5,59,NA
"251","28/12/2000",6218.2,6226.4,6173.7,6223.2,0,6223.2,6218.2,6097.5,5,NA
"252","29/12/2000",6223.2,6255.9,6170.5,6222.5,0,6222.5,6226.4,6173.7,-3.89999999999964,-48.8000000000002
